ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",1 large thigh,90.0,9.0,0.0,1.12,8.1,24.0,24.61,336.0,8.0,0.0,0.2
"Chicken thigh, baked, coated, skin / coating eaten",Quantity not specified,110.0,13.0,3.98,1.24,14.99,21.0,20.96,420.0,15.0,0.0,0.2
"Chicken thigh, baked, coated, skin / coating not eaten","1 thigh, NS as to size",70.0,9.0,0.0,1.1,9.91,23.0,24.07,410.0,8.0,0.0,0.2
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw","1 cup, cooked, diced",135.0,15.0,5.96,1.33,13.49,21.0,20.14,426.0,8.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",Quantity not specified,110.0,50.0,13.0,1.26,19.67,20.0,16.26,748.0,14.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",Quantity not specified,110.0,16.0,7.15,1.34,19.01,19.0,18.23,464.0,13.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating eaten, from raw","1 oz, cooked",28.35,15.0,5.98,1.3,18.61,20.0,19.01,346.0,14.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",1 thigh,110.0,50.0,13.0,1.26,19.67,20.0,16.26,748.0,14.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",1 thigh,70.0,27.0,6.31,1.19,12.8,19.0,19.42,613.0,11.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",1 large thigh,90.0,9.0,0.0,1.1,9.91,23.0,24.07,410.0,8.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",1 large thigh,90.0,9.0,0.0,1.1,9.93,23.0,24.12,334.0,8.0,0.0,0.2
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant","1 cup, cooked, diced",135.0,27.0,6.31,1.19,12.8,19.0,19.42,613.0,11.0,0.0,0.2
"Chicken thigh, grilled with sauce, skin eaten","1 thigh, NS as to size",110.0,13.0,7.28,0.98,13.77,20.0,18.61,571.0,15.0,0.1,0.2
"Chicken thigh, grilled with sauce, skin not eaten","1 cup, cooked, diced",165.0,13.0,7.28,1.01,8.56,21.0,19.8,575.0,8.0,0.1,0.2
"Chicken thigh, grilled without sauce, skin eaten","1 cup, cooked, diced",135.0,9.0,0.0,1.05,16.29,21.0,22.61,406.0,16.0,0.0,0.2
"Chicken thigh, grilled without sauce, skin not eaten","1 oz, cooked",28.35,9.0,0.0,1.1,9.91,23.0,24.07,410.0,8.0,0.0,0.2
"Chicken thigh, rotisserie, skin eaten",1 thigh,80.0,16.0,0.12,0.95,15.08,21.0,22.51,335.0,20.0,0.0,0.0
"Chicken thigh, rotisserie, skin not eaten",1 thigh,70.0,13.0,0.0,0.97,10.74,21.0,24.09,335.0,13.0,0.0,0.0
"Chicken thigh, sauteed, skin eaten",1 large thigh,105.0,9.0,0.0,1.05,16.29,21.0,22.61,406.0,16.0,0.0,0.2
"Chicken thigh, sauteed, skin not eaten",1 large thigh,90.0,9.0,0.0,1.1,9.91,23.0,24.07,410.0,8.0,0.0,0.2
"Chicken thigh, stewed, skin eaten","1 oz, cooked",28.35,11.0,0.0,1.2,15.31,23.0,22.39,383.0,16.0,0.0,0.3
"Chicken thigh, stewed, skin not eaten",1 small thigh,70.0,12.0,0.0,1.26,8.56,25.0,24.36,384.0,8.0,0.0,0.3
"Chicken wing, NS as to cooking method",Quantity not specified,70.0,33.0,0.6,0.93,18.04,23.0,23.42,579.0,26.0,0.0,0.0
"Chicken wing, baked or broiled, from fast food / restaurant",Quantity not specified,70.0,18.0,0.0,0.82,18.35,18.0,23.08,478.0,12.0,0.0,0.2
"Chicken wing, baked or broiled, from pre-cooked",Quantity not specified,70.0,33.0,0.6,0.93,18.04,23.0,23.42,579.0,26.0,0.0,0.0
"Chicken wing, baked, broiled, or roasted, from raw","1 wing, any size",35.0,18.0,0.0,0.83,16.74,19.0,23.6,404.0,12.0,0.0,0.2
"Chicken wing, baked, coated","1 wing, any size",55.0,21.0,3.98,1.03,16.87,18.0,21.42,417.0,11.0,0.0,0.2
"Chicken wing, fried, coated, from fast food",1 drummette,22.0,61.0,15.0,1.29,21.28,22.0,17.77,843.0,14.0,0.0,0.1
"Chicken wing, fried, coated, from pre-cooked",1 drummette,22.0,22.0,7.15,1.16,20.59,17.0,18.62,461.0,10.0,0.0,0.2
"Chicken wing, fried, coated, from raw",Quantity not specified,110.0,22.0,5.96,1.11,20.24,17.0,19.39,419.0,11.0,0.0,0.2
"Chicken wing, fried, coated, from restaurant",Quantity not specified,110.0,61.0,15.0,1.29,21.28,22.0,17.77,843.0,14.0,0.0,0.1
"Chicken wing, grilled with sauce",1 drummette,22.0,21.0,7.28,0.78,15.49,17.0,19.03,568.0,11.0,0.1,0.2
"Chicken wing, grilled without sauce",1 drummette,22.0,18.0,0.0,0.82,18.39,18.0,23.13,402.0,12.0,0.0,0.2
"Chicken wing, rotisserie","1 wing, any size",35.0,33.0,0.6,0.93,18.04,23.0,23.42,579.0,26.0,0.0,0.0
"Chicken wing, sauteed",1 drummette,22.0,18.0,0.0,0.82,18.39,18.0,23.13,402.0,12.0,0.0,0.2
"Chicken wing, stewed",1 drummette,22.0,12.0,0.0,1.12,16.69,16.0,22.6,374.0,40.0,0.0,0.1
Chicken with gravy,1 chicken wing with gravy,44.0,13.0,1.58,0.54,5.21,17.0,18.88,526.0,6.0,0.0,0.0
Chicken with mole sauce,Quantity not specified,244.0,13.0,3.22,0.78,5.58,21.0,18.97,542.0,16.0,0.1,0.0
"Chicken with noodles and cheese sauce, diet frozen meal",1 Healthy Choice meal (8.5 oz),241.0,10.0,11.66,0.6,2.86,14.0,10.07,171.0,2.0,0.0,0.0
"Chicken with rice and vegetable, diet frozen meal",1 meal (8.5 oz),241.0,15.0,10.99,0.58,3.03,16.0,9.81,410.0,5.0,2.3,0.0
"Chicken, NS as to part and cooking method, NS as to skin eaten",Quantity not specified,85.0,14.0,0.0,0.73,6.36,23.0,26.79,345.0,8.0,0.0,0.0
"Chicken, NS as to part and cooking method, skin eaten","1 cup, cooked, diced",135.0,17.0,0.1,0.74,10.65,23.0,25.07,343.0,15.0,0.0,0.0
"Chicken, NS as to part and cooking method, skin not eaten",1 piece,50.0,14.0,0.0,0.73,6.36,23.0,26.79,345.0,8.0,0.0,0.0
"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",1 piece,60.0,8.0,0.0,0.79,5.32,26.0,27.32,353.0,8.0,0.0,0.1
"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","1 cup, cooked, diced",135.0,9.0,0.0,0.81,10.8,23.0,24.7,338.0,16.0,0.0,0.1
"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","1/2 chicken (yield after cooking, bone and skin removed)",245.0,8.0,0.0,0.79,5.32,26.0,27.32,353.0,8.0,0.0,0.1
"Chicken, NS as to part, baked, coated, skin / coating eaten",1 piece,85.0,44.0,7.14,0.86,15.02,24.0,21.75,671.0,14.0,0.0,0.1
"Chicken, NS as to part, baked, coated, skin / coating not eaten","1 cup, cooked, diced",135.0,22.0,0.07,0.75,6.58,25.0,26.18,528.0,8.0,0.0,0.1
"Chicken, NS as to part, fried, coated, skin / coating eaten",Quantity not specified,85.0,44.0,7.14,0.86,15.02,24.0,21.75,671.0,14.0,0.0,0.1
"Chicken, NS as to part, fried, coated, skin / coating not eaten",1 slice,60.0,22.0,0.07,0.75,6.58,25.0,26.18,528.0,8.0,0.0,0.1
"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",Quantity not specified,85.0,13.0,7.31,0.75,6.36,23.0,21.98,527.0,8.0,0.1,0.0
"Chicken, NS as to part, grilled with sauce, skin eaten",1 piece,85.0,13.0,7.31,0.76,10.74,21.0,19.89,516.0,15.0,0.1,0.1
"Chicken, NS as to part, grilled with sauce, skin not eaten",1 piece,75.0,13.0,7.31,0.75,6.36,23.0,21.98,527.0,8.0,0.1,0.0
"Chicken, NS as to part, grilled without sauce, NS as to skin eaten","1 cup, cooked, diced",135.0,8.0,0.0,0.77,7.2,25.0,26.74,386.0,8.0,0.0,0.1
"Chicken, NS as to part, grilled without sauce, skin eaten","1 oz, cooked",28.35,9.0,0.0,0.8,12.57,22.0,24.19,372.0,16.0,0.0,0.1
"Chicken, NS as to part, grilled without sauce, skin not eaten",1 slice,60.0,8.0,0.0,0.77,7.2,25.0,26.74,386.0,8.0,0.0,0.1
"Chicken, NS as to part, rotisserie, NS as to skin eaten",1 piece,60.0,14.0,0.0,0.73,6.36,23.0,26.79,345.0,8.0,0.0,0.0
"Chicken, NS as to part, rotisserie, skin eaten",1 slice,60.0,17.0,0.1,0.74,10.65,23.0,25.07,343.0,15.0,0.0,0.0
"Chicken, NS as to part, rotisserie, skin not eaten","1 oz, cooked",28.35,14.0,0.0,0.73,6.36,23.0,26.79,345.0,8.0,0.0,0.0
"Chicken, NS as to part, sauteed, skin eaten",1 piece,60.0,9.0,0.0,0.8,12.57,22.0,24.19,372.0,16.0,0.0,0.1
"Chicken, NS as to part, sauteed, skin not eaten",1 piece,60.0,8.0,0.0,0.77,7.2,25.0,26.74,386.0,8.0,0.0,0.1
"Chicken, NS as to part, stewed, NS as to skin eaten",1 slice,60.0,9.0,0.0,0.77,5.38,25.0,26.03,366.0,8.0,0.0,0.1
"Chicken, NS as to part, stewed, skin eaten",1 piece,70.0,9.0,0.0,0.8,10.86,22.0,23.58,356.0,15.0,0.0,0.2
"Chicken, NS as to part, stewed, skin not eaten",Quantity not specified,85.0,9.0,0.0,0.77,5.38,25.0,26.03,366.0,8.0,0.0,0.1
"Chicken, back",Quantity not specified,85.0,21.0,0.0,1.41,20.8,20.0,25.73,409.0,104.0,0.0,0.1
"Chicken, canned, meat only",1 can (5 oz) yields,125.0,14.0,0.9,1.3,8.1,19.0,25.3,482.0,53.0,0.0,0.1
"Chicken, chicken roll, roasted","1 cup, diced",135.0,15.0,0.0,0.73,6.33,23.0,26.68,499.0,8.0,0.0,0.0
"Chicken, for use with vegetables",Guideline amount per cup of vegetable,14.0,14.0,0.0,0.73,6.36,23.0,26.79,345.0,8.0,0.0,0.0
"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",1 Swanson meal (16.5 oz),468.0,30.0,18.05,0.7,9.93,22.0,10.88,551.0,21.0,2.5,0.1
"Chicken, fried, with potatoes, vegetable, frozen meal",1 meal (11 oz),312.0,36.0,10.63,0.62,8.13,20.0,10.26,669.0,68.0,0.7,0.1
"Chicken, ground","1 oz, cooked",28.35,28.0,0.0,1.51,10.31,30.0,27.14,400.0,24.0,0.0,0.2
"Chicken, meatless, NFS",Quantity not specified,84.0,35.0,3.64,3.27,12.73,17.0,23.64,709.0,0.0,0.0,0.0
"Chicken, meatless, breaded, fried",1 piece,36.0,42.0,8.51,3.83,12.77,12.0,21.28,400.0,0.0,0.0,0.0
"Chicken, neck or ribs","1 neck (yield after cooking, bone removed)",35.0,27.0,0.0,2.28,17.95,13.0,19.45,374.0,48.0,0.0,0.1
"Chicken, prepackaged or deli, luncheon meat",Guideline amount on regular sandwich,56.0,11.0,2.92,0.39,1.86,26.0,17.4,1032.0,2.0,0.0,0.1
"Chicken, prepackaged or deli, luncheon meat, reduced sodium","1 slice, NFS",28.0,11.0,2.92,0.39,1.86,26.0,17.4,774.0,2.0,0.0,0.1
"Chicken, tail",Quantity not specified,30.0,14.0,0.0,1.51,40.68,15.0,20.36,65.0,78.0,0.0,0.2
"Chickpeas, NFS",Quantity not specified,92.0,46.0,25.48,2.7,8.91,45.0,8.23,222.0,1.0,1.1,0.0
"Chickpeas, from canned, fat added",1 pea,2.0,56.0,21.61,1.98,9.35,43.0,7.88,315.0,2.0,0.2,0.0
"Chickpeas, from canned, no added fat",1 pea,2.0,58.0,22.45,2.05,3.24,45.0,8.19,327.0,2.0,0.2,0.0
"Chickpeas, from canned, reduced sodium",1 pea,2.0,56.0,21.64,1.98,9.37,43.0,7.89,212.0,2.0,0.2,0.0
"Chickpeas, from dried, fat added",1 cup,185.0,46.0,25.48,2.7,8.91,45.0,8.23,222.0,1.0,1.1,0.0
"Chickpeas, from dried, no added fat",1 cup,180.0,49.0,27.26,2.87,2.58,48.0,8.81,238.0,1.0,1.2,0.0
Chicory beverage,Quantity not specified,360.0,6.0,1.42,0.07,0.0,7.0,0.22,4.0,0.0,0.0,0.0
Chilaquiles,1 cup,170.0,196.0,14.9,0.92,10.67,33.0,10.63,366.0,110.0,3.4,0.8
"Chiles rellenos, cheese-filled",Quantity not specified,143.0,203.0,10.38,0.67,17.2,15.0,7.84,445.0,71.0,39.9,0.1
"Chiles rellenos, filled with meat and cheese",1 cup,176.0,192.0,9.72,0.79,17.15,16.0,9.01,421.0,67.0,37.4,0.1
"Chili hot dog sandwich, on wheat bread",1 sandwich (1 slice bread),151.0,46.0,14.7,1.84,12.79,26.0,10.29,551.0,6.0,2.6,0.3
"Chili hot dog sandwich, on wheat bun",Quantity not specified,166.0,57.0,17.48,1.95,11.99,29.0,10.39,541.0,5.0,2.4,0.3
"Chili hot dog sandwich, on white bread",1 sandwich (1 slice bread),151.0,56.0,15.45,1.88,12.71,20.0,9.89,553.0,6.0,2.6,0.3
"Chili hot dog sandwich, on white bun",1 footlong,269.0,52.0,18.75,2.03,11.98,20.0,9.94,556.0,5.0,2.7,0.3
"Chili hot dog, no bun",Quantity not specified,125.0,18.0,7.09,1.51,14.98,18.0,10.01,579.0,7.0,3.2,0.4
Chili with chicken,1 cup,255.0,10.0,2.41,0.67,3.71,18.0,14.11,359.0,16.0,5.9,0.0
Chili with chicken and beans,1 cup,255.0,18.0,10.25,1.49,2.08,26.0,10.2,341.0,13.0,6.3,0.0
Chili with macaroni,1 cup,255.0,18.0,14.35,1.78,3.65,23.0,8.99,311.0,9.0,5.0,0.0
Chili with meat,1 cup,255.0,16.0,2.41,1.51,8.22,14.0,13.32,357.0,12.0,5.9,0.0
Chili with meat and beans,1 cup,255.0,21.0,10.25,1.91,4.33,25.0,9.8,340.0,12.0,6.3,0.0
"Chili with meat, canned",1 can,440.0,20.0,10.82,1.84,3.38,25.0,8.5,357.0,11.0,6.0,0.0
"Chili with meat, from restaurant",1 cup,255.0,19.0,6.68,1.79,9.35,20.0,12.04,413.0,12.0,5.9,0.0
"Chili, NFS",Quantity not specified,255.0,21.0,10.25,1.91,4.33,25.0,9.8,340.0,12.0,6.3,0.0
"Chili, vegetarian",1 cup,255.0,31.0,18.89,1.98,2.42,36.0,6.28,316.0,11.0,6.4,0.0
"Chili, white",1 cup,255.0,36.0,9.68,1.5,1.91,29.0,9.92,324.0,10.0,4.6,0.0
"Chiliburger, with or without cheese, on bun",1 chiliburger,210.0,52.0,17.67,2.53,11.01,22.0,14.76,356.0,3.0,2.2,0.1
"Chimichanga, chicken",1 cup,120.0,107.0,25.76,2.11,16.42,20.0,12.5,414.0,12.0,0.0,0.0
"Chimichanga, meat","1 item, any size",190.0,110.0,25.76,2.55,18.8,18.0,12.08,413.0,10.0,0.0,0.0
"Chimichanga, with beans",1 cup,120.0,94.0,26.81,2.19,13.78,36.0,7.36,409.0,9.0,0.2,0.0
Chinese pancake,1 pancake,28.0,17.0,45.38,2.32,0.38,15.0,4.05,5.0,0.0,0.0,0.0
"Chipotle dip, light",Quantity not specified,60.0,68.0,13.2,0.12,15.15,6.0,1.82,598.0,46.0,3.1,0.1
"Chipotle dip, regular",1 individual container,70.0,57.0,3.15,0.12,45.08,6.0,1.99,708.0,82.0,3.2,0.1
"Chipotle dip, yogurt based",1 individual container,70.0,92.0,3.33,0.09,15.99,9.0,7.93,636.0,74.0,3.4,0.0
"Chips, rice",1 cup,30.0,11.0,81.5,1.49,2.8,131.0,8.2,326.0,0.0,0.0,0.0
Chitterlings,1 oz yields,20.0,25.0,0.0,1.46,20.16,9.0,12.39,325.0,0.0,0.0,0.0
"Chives, raw",Quantity not specified,3.0,92.0,4.35,1.6,0.73,42.0,3.27,3.0,218.0,58.1,0.0
"Chocolate beverage powder, dry mix, not reconstituted",1 tablespoon,10.0,455.0,90.28,0.0,2.27,53.0,4.55,136.0,0.0,27.3,0.0
"Chocolate beverage powder, light, dry mix, not reconstituted",Guideline amount per fl oz of beverage,2.5,909.0,68.31,3.27,4.5,410.0,9.09,500.0,0.0,54.5,0.0
Chocolate candy,1 pouch/regular size,45.0,189.0,59.4,2.35,29.66,63.0,7.65,79.0,59.0,0.0,0.0
Chocolate candy with cereal,1 sharing/movie theater size,180.0,187.0,59.67,2.65,29.37,62.0,7.64,86.0,65.0,0.6,0.0
Chocolate candy with dried fruit,1 miniature/bite size,10.0,86.0,68.4,1.71,14.8,45.0,4.1,36.0,29.0,0.2,0.0
Chocolate candy with nuts,1 piece,8.0,163.0,51.77,2.2,33.66,86.0,10.99,64.0,47.0,0.0,0.0
"Chocolate candy with nuts, other, NFS",1 cup,160.0,163.0,51.77,2.2,33.66,86.0,10.99,64.0,47.0,0.0,0.0
"Chocolate candy, candy shell",1 fun/snack size,15.0,105.0,71.19,1.11,21.13,44.0,4.33,61.0,56.0,0.5,0.0
"Chocolate candy, candy shell with nuts",Quantity not specified,45.0,86.0,60.17,0.82,25.45,78.0,11.02,122.0,11.0,0.0,0.0
"Chocolate candy, caramel filled",1 cup,160.0,169.0,66.44,1.47,21.04,45.0,6.43,145.0,40.0,0.2,0.0
"Chocolate candy, caramel filled with nuts",1 piece,15.0,165.0,63.65,1.54,23.11,53.0,7.42,133.0,40.0,0.1,0.0
"Chocolate candy, coconut filled",1 sharing/movie theater size,180.0,33.0,56.94,2.17,27.82,65.0,5.44,138.0,0.0,0.4,0.0
"Chocolate candy, cookie filled",Quantity not specified,45.0,116.0,64.69,0.9,25.42,32.0,5.71,126.0,22.0,0.3,0.0
"Chocolate candy, cream filled",1 large/king size,90.0,17.0,80.4,1.56,9.3,63.0,2.2,26.0,0.0,0.0,0.0
"Chocolate candy, fudge",Quantity not specified,30.0,44.0,79.42,0.9,7.93,20.0,1.72,46.0,45.0,0.0,0.0
"Chocolate candy, nougat filled",1 miniature/bite size,10.0,84.0,74.47,0.58,14.99,24.0,3.3,180.0,26.0,0.4,0.2
"Chocolate candy, nougat filled with nuts",1 cup,160.0,70.0,63.16,0.68,22.72,58.0,6.46,234.0,23.0,0.2,0.0
"Chocolate candy, other, NFS",1 fun/snack size,15.0,189.0,59.4,2.35,29.66,63.0,7.65,79.0,59.0,0.0,0.0
"Chocolate candy, peanut butter filled",1 pouch/regular size,45.0,57.0,64.13,1.0,24.72,55.0,7.82,294.0,8.0,0.2,0.0
"Chocolate candy, sugar free",Quantity not specified,30.0,285.0,37.68,1.45,43.27,129.0,12.39,111.0,55.0,1.4,0.1
Chocolate chips,1 piece,1.0,32.0,63.9,3.13,30.0,115.0,4.2,11.0,0.0,0.0,0.0
Chocolate dip,1 individual container,70.0,37.0,65.31,0.94,13.22,34.0,3.33,289.0,64.0,0.1,0.0
Chocolate hazelnut spread,Guideline amount per slice of bread/roll,20.0,108.0,62.36,4.38,29.73,64.0,5.41,41.0,1.0,0.0,0.0
Chocolate milk drink,Quantity not specified,248.0,100.0,10.68,0.33,0.4,11.0,0.64,91.0,60.0,2.0,1.3
"Chocolate milk, NFS",1 individual school container,248.0,128.0,10.98,0.24,0.83,13.0,3.44,68.0,55.0,0.6,1.1
"Chocolate milk, Nesquik, NS as to type of milk",Quantity not specified,248.0,146.0,10.09,0.0,2.15,15.0,3.41,45.0,54.0,1.8,1.0
"Chocolate milk, Nesquik, made with non-dairy milk",1 fl oz,31.0,172.0,8.41,0.3,1.64,13.0,1.35,56.0,33.0,1.7,0.9
"Chocolate milk, fat free (skim)",1 cup,248.0,127.0,13.46,0.27,0.0,13.0,3.39,79.0,64.0,1.0,1.1
"Chocolate milk, low fat (1%)",Quantity not specified,248.0,129.0,10.15,0.23,1.11,13.0,3.46,65.0,52.0,0.4,1.1
"Chocolate milk, reduced fat (2%)",1 individual school container,248.0,109.0,12.13,0.24,1.9,14.0,2.99,66.0,64.0,0.0,1.2
"Chocolate milk, reduced sugar, NFS",1 cup,248.0,111.0,8.56,0.0,1.99,15.0,3.09,46.0,50.0,0.1,1.0
"Chocolate milk, reduced sugar, fat free (skim)",1 fl oz,31.0,117.0,8.64,0.0,0.19,15.0,3.18,48.0,56.0,0.0,1.0
"Chocolate milk, reduced sugar, low fat (1%)",1 fl oz,31.0,112.0,8.87,0.0,0.95,15.0,3.13,47.0,51.0,0.0,1.0
"Chocolate milk, reduced sugar, reduced fat (2%)",1 fl oz,31.0,112.0,8.62,0.0,1.78,15.0,3.11,47.0,73.0,0.2,1.0
"Chocolate milk, reduced sugar, whole",1 fl oz,31.0,109.0,8.38,0.0,2.92,15.0,3.04,46.0,28.0,0.0,1.0
"Chocolate milk, whole",1 fl oz,31.0,112.0,10.34,0.24,3.39,13.0,3.17,60.0,27.0,0.9,1.3
Chocolate syrup,1 tablespoon,20.0,0.0,67.21,0.0,0.0,40.0,0.0,150.0,0.0,0.0,0.0
"Chocolate syrup, light",Guideline amount per fl oz of beverage,5.0,11.0,34.56,0.0,0.97,36.0,1.4,100.0,0.0,0.0,0.0
Chorizo,1 breakfast size link,20.0,37.0,2.63,2.34,28.1,30.0,19.3,983.0,0.0,0.0,1.5
Chow fun noodles with meat and vegetables,1 cup,152.0,16.0,11.51,0.45,2.74,11.0,7.09,162.0,6.0,3.1,0.1
"Chow fun noodles with vegetables, meatless",1 cup,152.0,15.0,14.46,0.29,0.97,6.0,1.56,189.0,7.0,3.8,0.0
"Chow mein or chop suey, NS as to type of meat, no noodles",1 cup,220.0,21.0,3.84,0.52,3.23,14.0,9.78,344.0,11.0,4.8,0.0
"Chow mein or chop suey, NS as to type of meat, with noodles",Quantity not specified,220.0,19.0,11.15,1.25,5.43,14.0,9.91,408.0,10.0,4.2,0.0
"Chow mein or chop suey, meatless, no noodles",Quantity not specified,165.0,25.0,5.74,0.42,1.68,9.0,1.34,344.0,13.0,7.2,0.0
"Chow mein or chop suey, meatless, with noodles",Quantity not specified,220.0,21.0,15.72,1.46,5.05,11.0,2.98,434.0,11.0,6.0,0.0
"Chow mein or chop suey, various types of meat, with noodles",1 cup,220.0,19.0,11.16,1.49,5.57,14.0,10.36,354.0,9.0,4.3,0.1
"Christophine, cooked",Quantity not specified,83.0,18.0,4.7,0.36,2.87,13.0,0.86,132.0,12.0,6.8,0.0
Churros,Quantity not specified,45.0,110.0,48.87,2.42,22.21,17.0,6.05,309.0,5.0,1.2,0.1
Chutney,1 tablespoon,16.0,19.0,60.6,0.43,0.06,4.0,0.33,802.0,0.0,7.7,0.0
"Cilantro, raw",1 guideline amount per item,0.3,67.0,3.67,1.77,0.52,26.0,2.13,46.0,337.0,27.0,0.0
Clam cake or patty,Quantity not specified,120.0,58.0,6.79,2.24,15.35,26.0,19.02,408.0,120.0,0.3,0.3
Clams Casino,1 clam,30.0,43.0,10.3,1.24,7.9,20.0,11.8,454.0,66.0,15.9,0.2
"Clams, NFS",1 cup,135.0,45.0,6.74,1.95,5.2,21.0,16.14,199.0,98.0,0.0,0.0
"Clams, baked or broiled",Quantity not specified,85.0,49.0,4.44,2.02,5.73,24.0,18.23,285.0,126.0,0.0,0.0
"Clams, canned",1 cup,225.0,49.0,4.46,1.82,1.2,24.0,18.34,70.0,101.0,0.0,0.0
"Clams, fried",1 strip,5.0,44.0,14.43,2.13,12.9,19.0,13.07,386.0,68.0,0.0,0.0
"Clams, raw",Quantity not specified,85.0,39.0,3.57,1.62,0.96,19.0,14.67,56.0,90.0,0.0,0.0
"Clams, steamed or boiled",1 cup,135.0,49.0,4.52,2.05,1.22,24.0,18.57,71.0,108.0,0.0,0.0
"Classic mixed vegetables, NS as to form, cooked",Quantity not specified,93.0,25.0,12.68,0.8,2.69,21.0,2.78,155.0,219.0,3.1,0.0
"Classic mixed vegetables, canned, cooked with butter or margarine",1 cup,185.0,22.0,8.59,0.7,2.83,13.0,2.07,260.0,174.0,2.5,0.1
"Classic mixed vegetables, canned, cooked with oil",Quantity not specified,93.0,21.0,8.58,0.7,3.54,13.0,2.05,243.0,151.0,2.5,0.0
"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",Quantity not specified,93.0,21.0,8.59,0.7,3.18,13.0,2.06,252.0,162.0,2.5,0.0
"Classic mixed vegetables, canned, cooked, no added fat",1 cup,180.0,22.0,8.84,0.72,0.65,13.0,2.11,250.0,155.0,2.6,0.0
"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",Quantity not specified,93.0,24.0,8.94,0.79,2.81,14.0,1.91,33.0,187.0,4.3,0.1
"Classic mixed vegetables, canned, reduced sodium, cooked with oil",Quantity not specified,93.0,23.0,8.93,0.79,3.59,14.0,1.89,15.0,162.0,4.3,0.0
"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",Quantity not specified,93.0,24.0,8.93,0.79,3.2,14.0,1.9,24.0,174.0,4.3,0.0
"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",1 cup,180.0,24.0,9.19,0.81,0.45,15.0,1.95,15.0,167.0,4.5,0.0
"Classic mixed vegetables, cooked, from restaurant",1 cup,185.0,25.0,12.37,0.69,4.74,27.0,2.84,227.0,234.0,13.6,0.0
"Classic mixed vegetables, frozen, cooked with butter or margarine",1 cup,185.0,25.0,12.68,0.8,2.33,21.0,2.78,163.0,230.0,3.1,0.0
"Classic mixed vegetables, frozen, cooked with oil",1 cup,185.0,24.0,12.67,0.8,3.05,21.0,2.77,146.0,207.0,3.1,0.0
"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",Quantity not specified,93.0,25.0,12.68,0.8,2.69,21.0,2.78,155.0,219.0,3.1,0.0
"Classic mixed vegetables, frozen, cooked, no added fat",Quantity not specified,90.0,25.0,13.05,0.82,0.15,22.0,2.85,151.0,213.0,3.2,0.0
"Clementine, raw",Quantity not specified,85.0,37.0,13.34,0.15,0.31,12.0,0.81,2.0,34.0,26.7,0.0
Club sandwich on wheat,Quantity not specified,130.0,79.0,21.38,1.76,7.65,38.0,15.98,765.0,1.0,0.1,0.2
